,,,,,,,,,,,,,,,"Do not use in model, ok to use to test",
RV58PXS,2021-04-27,poor,12.7,"54,721",1,full,Honda,Jazz,Automatic,Petrol,Blue,Hatchback,"£2,042",,"£1,795","£1,480"
DA12YPU,2021-04-27,good,8.8,"61,000",2,full,Hyundai,i30,Manual,Diesel,Black,Hatchback,"£3,211",,"£2,992","£3,055"
PO61YSR,2021-04-27,good,9.7,"29,800",1,partial,Ford,Fiesta,Manual,Petrol,Black,Hatchback,"£3,582",,"£3,182","£3,266"
KN56MLV,2021-04-27,good,14.6,"97,500",3,partial,Mercedes-Benz,E Class,Automatic,Petrol,Silver,Saloon,"£1,776",,"£1,844","£1,786"
RJ13EJK,2021-04-27,good,7.8,"139,000",1,full,BMW,3 Series Gran Turismo,Automatic,Diesel,Silver,Hatchback,"£5,299",,"£4,651","£4,488"
LC59WJF,2021-04-27,good,11.4,"163,159",3,partial,Peugeot,407,Manual,Diesel,Silver,Saloon,£150,,£240,£282
V4VAV,2021-04-27,good,7.1,"60,000",2,full,Mercedes-Benz,C Class,Automatic,Diesel,Grey,Saloon,"£6,782",,"£6,311","£6,251"
J70WHW,2021-04-27,average,9.9,"107,000",2,partial,Ford,Focus,Manual,Diesel,White,Hatchback,"£1,123",,"£1,071","£1,151"
RO63MDU,2021-04-27,average,7.5,"64,542",2,full,Volkswagen,Golf,Manual,Diesel,Grey,Hatchback,"£5,159",,"£4,236","£4,606"
FE64HJO,2021-04-27,good,6.6,"40,000",2,full,Vauxhall,Corsa,Manual,Petrol,Silver,Hatchback,"£2,947",,"£2,992","£2,867"
DV63LDL,2021-04-27,good,7.5,"54,000",4,full,Mitsubishi,ASX,Automatic,Diesel,White,SUV,"£5,277",,"£5,200","£5,452"
D3PFC,2021-04-27,excellent,5.6,"22,504",1,full,Vauxhall,Corsa,Manual,Petrol,Blue,Hatchback,"£3,434",,"£3,695","£3,619"
BP16EZF,2021-04-27,excellent,4.9,"60,000",0,full,Audi,A4,Manual,Diesel,White,Saloon,"£10,741",,"£11,500","£11,186"
SA61KRN,2021-04-27,good,9.6,"116,000",2,partial,Nissan,Qashqai,Manual,Diesel,White,SUV,"£2,700",,"£2,535","£2,608"
DE11ELE,2021-04-27,excellent,5.8,"91,500",1,full,Volkswagen,Golf,Automatic,Petrol Plug-in Hybrid,White,Hatchback,"£8,320",,"£9,000","£8,789"
BW57UEU,2021-04-27,average,13.2,"68,500",1,none,Fiat,Bravo,Manual,Diesel,Black,Hatchback,£420,,£497,£470
MM13VZJ,2021-04-27,poor,7.7,"63,300",1,full,Kia,Ceed,Manual,Diesel,White,Hatchback,"£3,486",,"£2,998","£2,984"
HN57ZDO,2021-04-27,good,13.3,"113,000",2,partial,Nissan,Qashqai,Manual,Petrol,Black,Hatchback,"£1,065",,£907,"£1,151"
LP61OZG,2021-04-27,good,9.2,"100,000",2,partial,Volkswagen,Golf,Manual,Diesel,Blue,Hatchback,"£2,610",,"£2,535","£2,538"
FR10CCX,2021-04-27,average,10.8,"60,000",2,partial,Volkswagen,Polo,Manual,Diesel,Orange,Hatchback,"£2,607",,"£2,170","£2,326"
LR13JPY,2021-04-27,average,8.1,"65,000",2,partial,Nissan,Juke,Manual,Diesel,Grey,SUV,"£3,885",,"£2,768","£3,266"
DC64CYT,2021-04-27,good,6.2,"41,500",2,none,Vauxhall,Corsa,Manual,Petrol,Red,Hatchback,"£3,749",,"£3,388","£3,525"
SE60HBF,2021-04-27,average,10.5,"114,000",4,partial,Peugeot,3008,Automatic,Diesel,Brown,SUV,"£1,318",,"£1,348","£1,057"
AP07HXZ,2021-04-27,good,14.1,"101,000",4,none,Honda,Civic,Manual,Petrol,Black,Hatchback,£783,,£683,£846
B8GAG,2021-04-27,average,13.9,"107,000",1,partial,Vauxhall,Astra,Automatic,Petrol,Grey,Hatchback,£575,,£685,£611
M40AFW,2021-04-27,good,7.4,"58,300",1,full,Audi,A5,Manual,Petrol,White,Coupe,"£10,222",,"£8,925","£9,400"
LM09LYZ,2021-04-27,poor,11.9,"61,000",3,none,Chevrolet,Aveo,Manual,Petrol,Grey,Hatchback,£310,,£236,£258
YW16EWV,2021-04-27,average,4.8,"98,245",1,full,Kia,Rio,Manual,Diesel,Blue,Hatchback,"£3,621",,"£3,156","£2,961"
T26GSR,2021-04-27,excellent,7.8,"50,500",3,full,Ford,Focus,Manual,Petrol,Yellow,Hatchback,"£8,132",,"£8,000","£8,883"
HG11LTO,2021-04-27,good,9.9,"30,000",0,full,Fiat,500,Manual,Petrol,Blue,Hatchback,"£2,533",,"£2,535","£2,467"
MM11NMZ,2021-04-27,good,9.7,"78,798",4,full,Audi,A3,Manual,Petrol,White,Hatchback,"£2,695",,"£2,280","£2,961"
KN64OWD,2021-04-27,good,6.6,"66,000",2,partial,Kia,Carens,Manual,Diesel,Blue,MPV,"£4,504",,"£4,403","£4,042"
C11SKO,2021-04-27,good,11.2,"111,000",2,partial,BMW,5 Series Gran Turismo,Automatic,Diesel,Silver,Hatchback,"£5,559",,"£4,129","£4,300"
RJ58JUU,2021-04-27,good,12.5,"80,000",2,full,Mazda,Mazda2,Manual,Petrol,Silver,Hatchback,£834,,£793,£822
W5GJA,2021-04-27,excellent,8.3,"65,000",1,full,Land Rover,Range Rover Evoque,Automatic,Diesel,Black,SUV,"£12,574",,"£12,865","£11,609"
FV12MVF,2021-04-27,average,9,"119,700",1,partial,Volkswagen,Passat,Manual,Diesel,Silver,Estate,"£2,452",,"£2,048","£2,091"
DV59XLG,2021-04-27,good,11.4,"92,360",3,partial,Honda,Civic,Manual,Diesel,Blue,Hatchback,"£1,982",,"£1,507","£1,715"
V8WWE,2021-04-27,excellent,11.7,"54,000",4,full,Jaguar,XF,Automatic,Petrol,Black,Saloon,"£12,202",,"£10,165","£10,011"
GY56BYV,2021-04-27,poor,14.7,"93,100",1,full,Toyota,Yaris,Automatic,Petrol,Silver,Hatchback,"£1,122",,£905,"£1,010"
BP15JOA,2021-04-27,good,5.8,"91,000",2,full,Ford,Fiesta,Manual,Diesel,Silver,Hatchback,"£2,982",,"£2,804","£2,937"
ML13CBX,2021-04-27,good,7.9,"106,000",2,full,Lexus,CT 200h,Automatic,Petrol Hybrid,Grey,Hatchback,"£4,932",,"£4,423","£5,076"
CK10VPT,2021-04-27,good,10.9,"98,001",4,partial,Ford,Focus,Manual,Diesel,Silver,Hatchback,"£1,080",,£774,£963
CE11LLM,2021-04-27,poor,10.1,"45,000",3,none,Renault,Clio,Automatic,Petrol,Blue,Hatchback,"£1,946",,"£1,840","£1,292"
HJ14NUV,2021-04-27,good,7,"92,000",2,partial,BMW,4 Series,Automatic,Petrol,Blue,Coupe,"£9,930",,"£9,173","£8,648"
M29HLS,2021-04-27,good,11.6,"95,800",2,full,Land Rover,Range Rover,Automatic,Diesel,Black,SUV,"£8,907",,"£9,359","£8,084"
LH62AOY,2021-04-27,good,8.6,"28,700",1,full,Land Rover,Range Rover Evoque,Automatic,Diesel,White,SUV,"£12,811",,"£12,412","£12,737"
S55TTE,2021-04-27,good,11.7,"71,000",4,partial,SEAT,Leon,Manual,Diesel,Grey,Hatchback,"£3,234",,"£2,631","£2,514"
DN61EOE,2021-04-27,average,9.3,"51,020",2,none,Vauxhall,Corsa,Manual,Petrol,Blue,Hatchback,"£1,926",,"£1,344","£1,692"
GC65VPF,2021-04-27,good,5.4,"78,016",1,full,Volvo,V40 Cross Country,Automatic,Diesel,Black,Hatchback,"£6,600",,"£6,583","£6,439"
YP60FVG,2021-04-27,poor,10.4,"136,000",4,partial,Ford,Focus,Manual,Diesel,Blue,Hatchback,£495,,£511,£493
LM62RRX,2021-04-27,average,8.5,"62,200",1,full,Toyota,Yaris,Automatic,Petrol Hybrid,White,Hatchback,"£4,490",,"£4,214","£4,206"
YD06WZO,2021-04-27,average,15.2,"145,000",4,none,BMW,3 Series,Manual,Diesel,Grey,Saloon,"£1,273",,£994,"£1,198"
BF09LXX,2021-04-27,poor,12.2,"77,051",2,partial,Ford,Fiesta,Manual,Petrol,Red,Hatchback,"£1,754",,"£1,639","£1,222"
AO15XOV,2021-04-27,poor,5.9,"128,000",1,none,SEAT,Toledo,Manual,Diesel,Red,Hatchback,"£2,176",,"£1,635","£1,621"
LB13OPK,2021-04-27,average,7.7,"55,000",1,full,Volkswagen,Polo,Manual,Petrol,Blue,Hatchback,"£3,759",,"£3,410","£3,595"
WM14GFX,2021-04-27,good,6.9,"52,000",2,partial,Fiat,500,Manual,Petrol,Grey,Hatchback,"£2,820",,"£2,687","£2,820"
CE11YYS,2021-04-27,average,10.1,"60,600",1,full,Vauxhall,Meriva,Automatic,Diesel,Blue,MPV,"£1,998",,"£1,718","£1,621"
WP61NLZ,2021-04-27,good,9.3,"44,000",2,partial,Fiat,500,Manual,Petrol,White,Hatchback,"£2,404",,"£2,078","£2,279"
AP09DLZ,2021-04-27,average,11.8,"110,000",2,partial,Ford,Fiesta,Manual,Petrol,Black,Hatchback,£965,,£862,£987
MR55VMM,2021-04-27,excellent,11,"39,039",2,full,Volkswagen,Beetle,Manual,Petrol,Red,Hatchback,"£1,879",,"£1,560","£1,950"
S321SPA,2021-04-27,poor,12,"195,000",4,full,Lexus,RX 400h,Automatic,Petrol Hybrid,Silver,SUV,"£1,953",,"£1,960","£1,997"
WA14YFO,2021-04-27,good,7.1,"49,000",1,full,Mazda,Mazda2,Manual,Petrol,White,Hatchback,"£3,606",,"£3,225","£3,431"
RF59MGE,2021-04-27,poor,11.3,"191,000",3,none,Audi,A3,Manual,Diesel,Black,Hatchback,£446,,£709,£681
PJ10SVP,2021-04-27,good,11,"113,500",4,full,BMW,3 Series,Automatic,Petrol,Black,Coupe,"£4,171",,"£3,788","£3,219"
LB63FKP,2021-04-27,average,7.2,"46,000",2,full,Vauxhall,Meriva,Manual,Petrol,Blue,MPV,"£2,725",,"£2,048","£2,138"
LC12VUW,2021-04-27,good,8.9,"100,126",1,full,BMW,3 Series,Manual,Diesel,Grey,Estate,"£3,263",,"£2,535","£3,008"
YF15RZE,2021-04-27,good,5.8,"66,000",1,full,Volvo,V40 Cross Country,Automatic,Diesel,Bronze,Hatchback,"£5,692",,"£6,001","£5,828"
OY06UPR,2021-04-27,good,15.1,"85,000",1,full,Volkswagen,Polo,Manual,Petrol,Silver,Hatchback,£381,,£487,£517
PY07FHA,2021-04-27,poor,13.9,"104,000",1,partial,Mazda,Mazda6,Manual,Petrol,Silver,Hatchback,£150,,£281,£258
JO51ELM,2021-04-27,good,10.1,"34,398",2,partial,Renault,Megane,Manual,Diesel,Orange,Coupe,"£2,495",,"£1,771","£2,068"
BJ58PUV,2021-04-27,average,12.4,"58,700",1,partial,Honda,Civic,Automatic,Petrol,Grey,Hatchback,"£2,528",,"£2,302","£2,232"
YB63GXR,2021-04-27,good,7.3,"84,000",3,full,Audi,A1,Manual,Diesel,Red,Hatchback,"£5,681",,"£5,085","£5,499"
GV08NFT,2021-04-27,average,13.1,"104,596",4,partial,Toyota,Yaris,Manual,Petrol,Grey,Hatchback,£997,,£785,£752
MW14EAF,2021-04-27,good,6.9,"141,000",1,partial,Volkswagen,Passat,Manual,Diesel,Black,Saloon,"£2,669",,"£2,302","£2,585"
LT64VJV,2021-04-27,good,6.6,"90,000",2,full,Volvo,V40,Manual,Diesel,White,Hatchback,"£4,623",,"£1,526","£4,582"
ML16HLK,2021-04-27,good,5,"123,000",1,full,Ford,Mondeo,Manual,Diesel,Blue,Hatchback,"£4,904",,"£3,726","£3,807"
EX58CWD,2021-04-27,poor,12.6,"122,500",2,partial,Ford,Focus,Manual,Petrol,Red,Hatchback,£150,,£428,£376
LB08FHJ,2021-04-27,average,12.9,"77,000",2,none,MINI,Hatch,Manual,Diesel,White,Hatchback,"£1,526",,"£1,262","£1,339"
RF15URD,2021-04-27,average,6.1,"66,500",2,full,SKODA,Superb,Automatic,Diesel,Black,Estate,"£7,585",,"£6,721","£5,969"
KM08FYJ,2021-04-27,good,13,"110,000",2,partial,Peugeot,407,Manual,Diesel,Black,Coupe,£553,,£547,£540
SN11GYB,2021-04-27,average,9.8,"134,824",2,none,SEAT,Ibiza,Manual,Diesel,Red,Hatchback,£979,,£612,£799
HN08VKL,2021-04-27,good,13,"96,000",2,partial,Volkswagen,Touran,Manual,Diesel,Black,MPV,"£1,904",,"£1,945","£1,856"
VE60JWK,2021-04-27,good,10.3,"137,200",2,full,BMW,5 Series,Automatic,Petrol,Black,Saloon,"£5,251",,"£3,989","£4,230"
YM63CWZ,2021-04-27,excellent,7.2,"20,000",1,full,Volkswagen,Polo,Automatic,Petrol,Red,Hatchback,"£5,791",,"£6,240","£5,922"
PS09PDS,2021-04-27,good,11.8,"43,700",1,partial,BMW,3 Series,Automatic,Petrol,Blue,Convertible,"£6,038",,"£6,974","£6,063"
LR10GWX,2021-04-27,poor,11.2,"137,000",2,partial,Mazda,Mazda6,Manual,Diesel,Silver,Hatchback,£150,,£440,£376
VN16EPY,2021-04-27,poor,4.9,"63,300",0,full,Toyota,Yaris,Automatic,Petrol Hybrid,Red,Hatchback,"£5,900",,"£5,781","£4,629"
HF13NBN,2021-04-27,good,8.1,"91,083",2,full,Audi,A4,Manual,Diesel,White,Saloon,"£6,605",,"£5,052","£5,593"
WN17LZJ,2021-04-27,excellent,4.1,"29,030",4,partial,Mercedes-Benz,A Class,Manual,Petrol,White,Hatchback,"£11,608",,"£11,835","£11,703"
FG62LPC,2021-04-27,good,8.5,"30,000",0,partial,Nissan,Micra,Manual,Petrol,Red,Hatchback,"£2,503",,"£2,022","£2,209"
DN14GLJ,2021-04-27,good,7.1,"135,000",1,partial,Vauxhall,Astra,Manual,Petrol,Grey,Hatchback,"£1,252",,"£1,273","£1,457"
DG09JUO,2021-04-27,poor,12.1,"120,000",4,none,Vauxhall,Insignia,Manual,Petrol,Silver,Hatchback,£344,,£524,£399
P8THH,2021-04-27,good,5.1,"133,000",2,full,BMW,7 Series,Automatic,Diesel,Black,Saloon,"£17,262",,"£11,600","£14,523"
MW59EFO,2021-04-27,average,11.3,"125,000",2,full,Ford,Kuga,Manual,Diesel,Grey,SUV,"£2,410",,"£1,846","£1,950"
SD60PVJ,2021-04-27,good,10.4,"101,000",3,full,Mercedes-Benz,M Class,Automatic,Diesel,Black,SUV,"£6,096",,"£5,576","£4,841"
VO63TTV,2021-04-27,good,7.6,"96,500",1,full,Land Rover,Discovery 4,Automatic,Diesel,Grey,SUV,"£14,161",,"£13,648","£12,925"
P80ARX,2021-04-27,average,6.2,"80,000",1,full,Volkswagen,Golf,Manual,Diesel,Grey,Hatchback,"£8,832",,"£8,982","£7,802"
RE10OGB,2021-04-27,average,11,"93,500",3,partial,Fiat,500,Manual,Petrol,White,Hatchback,"£1,265",,£872,"£1,151"
OY11VLG,2021-04-27,good,10.1,"79,500",4,full,Jaguar,XJ,Automatic,Diesel,Silver,Saloon,"£9,545",,"£8,511","£7,285"
BJ59FYH,2021-04-27,poor,11.5,"95,000",3,partial,Volkswagen,Golf,Manual,Diesel,Black,Hatchback,"£2,169",,"£1,675","£1,433"
GF58VOM,2021-04-27,average,12.4,"58,000",2,none,Peugeot,308,Manual,Diesel,Grey,Hatchback,£919,,£633,£752
PO65ZLX,2021-04-27,good,5.6,"60,000",1,full,Ford,Focus,Manual,Petrol,White,Hatchback,"£5,228",,"£4,488","£4,794"
EA58OGV,2021-04-27,good,12.4,"76,000",2,full,Ford,Focus,Manual,Diesel,Blue,Hatchback,"£1,220",,£867,"£1,175"
GK64FDG,2021-04-27,good,6.6,"100,000",2,partial,Mazda,Mazda6,Manual,Diesel,Black,Saloon,"£4,306",,"£3,608","£3,901"
BK56SVN,2021-04-27,poor,14.6,"107,700",4,none,Citroen,C3,Manual,Petrol,Red,Hatchback,£150,,£50,£117
AO66UHJ,2021-04-27,good,4.4,"100,000",2,partial,Volvo,V40,Manual,Petrol,Grey,Hatchback,"£5,445",,"£4,880","£4,935"
BRZ8188,2021-04-27,good,10.5,"100,500",1,partial,Nissan,Qashqai,Manual,Diesel,Beige,SUV,"£2,476",,"£2,018","£2,326"
GU12TRX,2021-04-27,good,9.1,"71,000",2,partial,Volvo,XC60,Automatic,Diesel,Black,SUV,"£8,537",,"£7,514","£7,191"
PK57FLR,2021-04-27,average,13.6,"60,000",3,full,Honda,Jazz,Automatic,Petrol,Silver,Hatchback,"£1,695",,"£1,295","£1,504"
KV66HHW,2021-04-27,average,4.6,"73,000",2,full,Peugeot,208,Manual,Diesel,Silver,Hatchback,"£3,561",,"£3,013","£3,125"
YK58WHU,2021-04-27,poor,12.6,"70,000",3,none,Renault,Megane,Manual,Petrol,Blue,Hatchback,£928,,£452,£399
FE10OVJ,2021-04-27,good,11.2,"65,000",3,full,Hyundai,i10,Manual,Petrol,Blue,Hatchback,£916,,£925,"£1,034"
VE65HRC,2021-04-27,excellent,5.3,"74,000",1,full,Vauxhall,Astra,Manual,Diesel,Blue,Hatchback,"£4,670",,"£5,115","£4,441"
DE11KVT,2021-04-27,good,10.1,"65,000",1,full,Peugeot,5008,Manual,Diesel,Silver,MPV,"£2,185",,"£2,224","£2,091"
LV10YEK,2021-04-27,poor,10.9,"111,254",0,none,Peugeot,5008,Manual,Diesel,Grey,MPV,£894,,£945,£940
OY65OEV,2021-04-27,average,5.6,"83,000",2,full,Land Rover,Discovery Sport,Automatic,Diesel,White,SUV,"£14,970",,"£14,934","£13,677"
RF08PUO,2021-04-27,poor,12.8,"115,000",1,partial,Vauxhall,Astra,Manual,Petrol,Black,Hatchback,£254,,£357,£282
SA63VHB,2021-04-27,good,7.6,"39,300",1,partial,Volkswagen,Golf,Manual,Petrol,White,Hatchback,"£5,333",,"£5,195","£5,358"
VO11VCG,2021-04-27,poor,9.7,"100,152",3,partial,Citroen,C3,Manual,Diesel,Grey,Hatchback,£873,,£624,£705
RE08NNL,2021-04-27,average,13.1,"80,000",3,partial,Honda,Civic,Automatic,Petrol,Black,Hatchback,"£2,045",,"£1,370","£1,715"
Y800MOD,2021-04-27,good,10.5,"76,000",4,none,Nissan,Juke,Manual,Diesel,Red,SUV,"£2,825",,"£1,951","£2,303"
SL09LGE,2021-04-27,poor,12,"90,000",1,full,Fiat,Bravo,Manual,Petrol,Blue,Hatchback,£150,,£345,£352
WN13YSW,2021-04-27,good,8.1,"53,000",1,full,Fiat,500,Manual,Petrol,White,Hatchback,"£2,448",,"£2,398","£2,256"
EA61FTK,2021-04-27,poor,9.5,"46,000",1,full,BMW,3 Series,Automatic,Petrol,Grey,Estate,"£6,668",,"£5,334","£4,982"
BJ13KRF,2021-04-27,average,7.9,"50,000",0,partial,Fiat,500,Manual,Petrol,White,Hatchback,"£2,511",,"£2,397","£2,303"
KN64PJY,2021-04-27,average,6.5,"62,335",1,full,Mercedes-Benz,C Class,Automatic,Diesel,Black,Saloon,"£11,238",,"£10,339","£9,682"
GJ14XYM,2021-04-27,average,7.1,"75,000",3,full,SKODA,Octavia,Manual,Diesel,Black,Estate,"£4,731",,"£3,528","£3,877"
MD14YTK,2021-04-27,poor,6.7,"113,665",1,partial,Kia,Sportage,Manual,Diesel,White,SUV,"£3,693",,"£2,822","£3,290"
GJ60ZTR,2021-04-27,good,10.6,"51,000",1,full,Vauxhall,Astra,Manual,Petrol,White,Hatchback,"£1,771",,"£1,538","£2,138"
NM08ZRO,2021-04-27,good,12.7,"98,996",2,none,Volkswagen,Passat,Manual,Diesel,Silver,Saloon,£757,,£916,"£1,010"
CA10SKK,2021-04-27,good,10.8,"55,000",3,partial,Vauxhall,Astra,Manual,Petrol,White,Hatchback,"£1,644",,"£1,305","£1,856"
X6CCO,2021-04-27,good,11.4,"128,000",2,full,BMW,X6,Automatic,Diesel,Blue,SUV,"£7,540",,"£7,761","£6,251"
AV11LTT,2021-04-27,good,10.1,"97,000",2,full,Citroen,DS3,Manual,Diesel,White,Hatchback,"£1,540",,"£1,425","£1,715"
KJ07WSV,2021-04-27,good,14.1,"128,000",3,partial,Vauxhall,Meriva,Manual,Petrol,Blue,MPV,£150,,£173,£188
MJ61VHA,2021-04-27,good,9.4,"58,000",4,partial,Mercedes-Benz,E Class,Automatic,Diesel,Silver,Convertible,"£7,883",,"£7,818","£6,674"
NL62OMV,2021-04-27,average,8.6,"135,400",3,full,BMW,3 Series,Automatic,Diesel,Blue,Saloon,"£6,071",,"£5,362","£5,170"
VO02TOM,2021-04-27,good,8.6,"76,000",1,full,Volkswagen,Golf,Manual,Diesel,Grey,Hatchback,"£4,022",,"£3,692","£3,548"
CA10FNX,2021-04-27,poor,10.8,"99,500",0,partial,Volvo,XC90,Manual,Diesel,Black,SUV,"£4,267",,"£3,607","£2,961"
AX65EOZ,2021-04-27,good,5.3,"72,000",2,partial,Citroen,C4 Cactus,Manual,Diesel,Blue,Hatchback,"£4,068",,"£3,610","£3,830"
S222JAE,2021-04-27,good,13.1,"80,000",3,partial,Vauxhall,Corsa,Manual,Petrol,Black,Hatchback,£560,,£627,£681
SD56XHC,2021-04-27,average,14.5,"60,000",2,partial,Renault,Clio,Manual,Petrol,Black,Hatchback,£305,,£317,£399
HY56WTE,2021-04-27,average,14.7,"100,000",2,partial,Nissan,Note,Manual,Petrol,Grey,Hatchback,£158,,£423,£376
YB10HDE,2021-04-27,excellent,10.8,"170,400",1,full,Toyota,Prius,Automatic,Petrol Hybrid,White,Hatchback,"£2,404",,"£3,000","£2,679"
NY10DTZ,2021-04-27,average,10.7,"145,000",1,partial,BMW,5 Series,Manual,Diesel,Black,Saloon,"£2,558",,"£2,198","£2,326"
GU14JVO,2021-04-27,good,7.1,"77,898",2,none,BMW,3 Series,Automatic,Diesel,Brown,Saloon,"£7,155",,"£7,895","£6,815"
NG13ZPP,2021-04-27,average,7.7,"50,000",2,partial,Fiat,Punto,Manual,Petrol,White,Hatchback,"£1,572",,"£1,207","£1,551"
KM15NKD,2021-04-27,excellent,6.1,"110,000",2,partial,BMW,3 Series,Manual,Diesel,Black,Saloon,"£5,005",,"£5,385","£5,123"
GV58OWK,2021-04-27,excellent,12.3,"180,000",2,full,Vauxhall,Insignia,Manual,Diesel,Grey,Hatchback,£150,,£500,£352
LR60GTY,2021-04-27,good,10.6,"110,000",2,none,Mercedes-Benz,CLC Class,Automatic,Diesel,Silver,Coupe,"£1,988",,"£2,078","£1,903"
VK09MVE,2021-04-27,poor,11.9,"116,000",4,none,Volkswagen,Tiguan,Manual,Diesel,Blue,SUV,"£2,858",,"£2,200","£1,927"
OV58VVP,2021-04-27,poor,12.3,"105,200",1,partial,Volvo,XC90,Manual,Diesel,Grey,SUV,"£3,547",,"£2,753","£2,138"
VA62EZH,2021-04-28,good,8.3,"59,872",1,full,Nissan,Juke,Manual,Diesel,Black,SUV,"£3,629",,"£3,070","£3,360"
SN11GYB,2021-04-28,average,9.8,"134,824",4,none,SEAT,Ibiza,Manual,Diesel,Red,Hatchback,£972,,£534,£775
FA52WAX,2021-04-28,good,8.4,"104,000",3,none,Vauxhall,Astra GTC,Manual,Diesel,Red,Coupe,"£2,120",,"£1,799","£1,809"
YX61WFP,2021-04-28,average,9.5,"119,000",1,partial,Volvo,V60,Manual,Diesel,Black,Estate,"£3,141",,"£2,397","£2,608"
SF16NRT,2021-04-28,good,4.8,"27,000",1,full,Peugeot,108,Manual,Petrol,Red,Hatchback,"£3,717",,"£3,217","£3,337"
OL11VYL,2021-04-28,average,10.2,"74,000",2,partial,Ford,Fiesta,Manual,Petrol,Red,Hatchback,"£1,795",,"£1,439","£1,410"
YM16YOL,2021-04-28,good,4.7,"89,113",2,full,Hyundai,Tucson,Manual,Diesel,Grey,SUV,"£6,916",,"£6,190","£6,533"
GL62RXG,2021-04-28,excellent,8.3,"150,000",2,none,Volkswagen,Passat,Manual,Diesel,Grey,Saloon,"£2,091",,"£2,295","£2,044"
OY60HTC,2021-04-28,poor,10.6,"113,750",4,none,Audi,A3,Automatic,Petrol,Blue,Hatchback,"£1,974",,"£1,889","£1,574"
RJ63EYR,2021-04-28,average,7.3,"86,100",1,full,Audi,A3,Manual,Diesel,Black,Hatchback,"£5,083",,"£4,237","£4,700"
CV59VWP,2021-04-28,average,11.6,"69,000",2,partial,Ford,Fiesta,Automatic,Petrol,Blue,Hatchback,"£2,299",,"£1,766","£2,091"
BX64UPB,2021-04-28,average,6.4,"72,000",1,full,BMW,3 Series Gran Turismo,Manual,Diesel,Black,Hatchback,"£7,939",,"£7,803","£6,909"
OY56DOH,2021-04-28,poor,14.6,"100,000",3,partial,SEAT,Altea,Manual,Diesel,Black,MPV,£484,,£327,£446
PK07WTR,2021-04-28,poor,14,"83,000",2,none,Vauxhall,Corsa,Manual,Petrol,Black,Hatchback,£446,,£480,£352
DG64HFE,2021-04-28,good,6.6,"70,900",1,partial,Volkswagen,Touareg,Automatic,Diesel,White,SUV,"£13,479",,"£15,007","£12,643"
LG63AVK,2021-04-28,good,7.4,"27,500",1,partial,Ford,Fiesta,Manual,Petrol,Silver,Hatchback,"£4,168",,"£3,650","£4,253"
AJ56UTE,2021-04-28,average,14.4,"149,000",2,partial,Ford,Fiesta,Manual,Petrol,Silver,Hatchback,£150,,£247,£164
CY10HXN,2021-04-28,poor,10.8,"36,500",2,partial,Peugeot,308,Manual,Diesel,Black,Hatchback,"£1,687",,£913,£869
LG62ZGC,2021-04-28,good,8.6,"82,150",2,full,Volkswagen,Jetta,Automatic,Diesel,White,Saloon,"£3,534",,"£3,449","£3,666"
FP61OKS,2021-04-28,good,9.2,"76,000",2,partial,Kia,Sportage,Automatic,Diesel,White,SUV,"£5,901",,"£5,357","£5,593"
BP66FYK,2021-04-28,good,4.4,"53,000",2,partial,Vauxhall,Corsa,Manual,Petrol,Grey,Hatchback,"£4,005",,"£3,635","£3,854"
PX63RNZ,2021-04-28,good,7.6,"52,000",2,full,Ford,Fiesta,Manual,Petrol,Red,Hatchback,"£5,935",,"£4,785","£5,076"
MM14SVF,2021-04-28,good,6.8,"103,467",0,full,Audi,A6 Avant,Manual,Diesel,Grey,Estate,"£8,449",,"£7,684","£8,131"
WP61CVK,2021-04-28,poor,9.3,"55,000",1,partial,Peugeot,308,Manual,Diesel,White,Hatchback,"£2,140",,"£1,764","£1,551"
AG09ZFV,2021-04-28,average,11.8,"100,000",4,partial,Saab,9-3,Manual,Diesel,Grey,Estate,"£1,688",,"£1,139","£1,034"
CV59UHO,2021-04-28,poor,11.6,"91,023",3,full,Toyota,iQ,Manual,Petrol,Silver,Hatchback,"£1,153",,£816,£869
FL64WXW,2021-04-28,good,6.6,"90,000",2,full,SEAT,Ibiza,Manual,Petrol,White,Hatchback,"£2,428",,"£2,740","£2,702"
YP11ODL,2021-04-28,average,9.9,"75,000",3,none,Hyundai,i30,Automatic,Diesel,Silver,Hatchback,"£2,010",,"£1,684","£1,809"
CE09XUA,2021-04-28,average,12.1,"93,000",1,full,Honda,Civic,Manual,Petrol,Black,Hatchback,"£1,161",,£789,£987
YY12FFC,2021-04-28,good,9,"74,000",3,none,Ford,C-Max,Manual,Petrol,White,MPV,"£2,952",,"£2,267","£2,796"
EY56YHN,2021-04-28,excellent,14.5,"88,084",2,partial,Toyota,Yaris,Automatic,Petrol,Silver,Hatchback,"£1,198",,"£1,500","£1,457"
FL08UAU,2021-04-28,average,13.2,"105,000",2,partial,Volkswagen,Touran,Manual,Diesel,Grey,MPV,"£1,369",,"£1,339","£1,245"
SM60SVJ,2021-04-28,good,10.3,"104,000",2,partial,Ford,Focus,Manual,Petrol,Grey,Hatchback,"£1,010",,£848,"£1,010"
KY12DXC,2021-04-28,poor,9.2,"60,000",2,partial,Volkswagen,Touareg,Automatic,Diesel,Grey,SUV,"£10,250",,"£9,777","£7,426"
